1,6.316514969,6.307611159
2,6.307611159,6.298707348
1,6.298707348,6.289803538
1,6.289803538,6.280899728
5,6.280899728,6.271995917
3,6.271995917,6.263092107
2,6.263092107,6.254188297
2,6.254188297,6.245284487
4,6.245284487,6.236380676
4,6.236380676,6.227476866
1,6.227476866,6.218573056
2,6.218573056,6.209669246
2,6.209669246,6.200765435
0,6.200765435,6.191861625
1,6.191861625,6.182957815
5,6.182957815,6.174054004
1,6.174054004,6.165150194
4,6.165150194,6.156246384
6,6.156246384,6.147342574
1,6.147342574,6.138438763
2,6.138438763,6.129534953
3,6.129534953,6.120631143
5,6.120631143,6.111727332
3,6.111727332,6.102823522
2,6.102823522,6.093919712
3,6.093919712,6.085015902
3,6.085015902,6.076112091
3,6.076112091,6.067208281
5,6.067208281,6.058304471
2,6.058304471,6.049400661
1,6.049400661,6.04049685
0,6.04049685,6.03159304
3,6.03159304,6.02268923
4,6.02268923,6.013785419
4,6.013785419,6.004881609
5,6.004881609,5.995977799
2,5.995977799,5.987073989
10,5.987073989,5.978170178
5,5.978170178,5.969266368
8,5.969266368,5.960362558
6,5.960362558,5.951458747
5,5.951458747,5.942554937
7,5.942554937,5.933651127
8,5.933651127,5.924747317
11,5.924747317,5.915843506
13,5.915843506,5.906939696
9,5.906939696,5.898035886
7,5.898035886,5.889132076
7,5.889132076,5.880228265
6,5.880228265,5.871324455
6,5.871324455,5.862420645
7,5.862420645,5.853516834
15,5.853516834,5.844613024
11,5.844613024,5.835709214
11,5.835709214,5.826805404
14,5.826805404,5.817901593
9,5.817901593,5.808997783
10,5.808997783,5.800093973
8,5.800093973,5.791190162
7,5.791190162,5.782286352
11,5.782286352,5.773382542
16,5.773382542,5.764478732
9,5.764478732,5.755574921
8,5.755574921,5.746671111
8,5.746671111,5.737767301
13,5.737767301,5.72886349
11,5.72886349,5.71995968
8,5.71995968,5.71105587
15,5.71105587,5.70215206
6,5.70215206,5.693248249
5,5.693248249,5.684344439
9,5.684344439,5.675440629
11,5.675440629,5.666536819
9,5.666536819,5.657633008
11,5.657633008,5.648729198
5,5.648729198,5.639825388
11,5.639825388,5.630921577
9,5.630921577,5.622017767
11,5.622017767,5.613113957
11,5.613113957,5.604210147
13,5.604210147,5.595306336
14,5.595306336,5.586402526
19,5.586402526,5.577498716
13,5.577498716,5.568594905
14,5.568594905,5.559691095
12,5.559691095,5.550787285
23,5.550787285,5.541883475
22,5.541883475,5.532979664
21,5.532979664,5.524075854
21,5.524075854,5.515172044
21,5.515172044,5.506268234
15,5.506268234,5.497364423
26,5.497364423,5.488460613
16,5.488460613,5.479556803
20,5.479556803,5.470652992
16,5.470652992,5.461749182
25,5.461749182,5.452845372
14,5.452845372,5.443941562
13,5.443941562,5.435037751
15,5.435037751,5.426133941
17,5.426133941,5.417230131
23,5.417230131,5.40832632
25,5.40832632,5.39942251
9,5.39942251,5.3905187
19,5.3905187,5.38161489
16,5.38161489,5.372711079
23,5.372711079,5.363807269
24,5.363807269,5.354903459
15,5.354903459,5.345999649
25,5.345999649,5.337095838
17,5.337095838,5.328192028
25,5.328192028,5.319288218
19,5.319288218,5.310384407
16,5.310384407,5.301480597
22,5.301480597,5.292576787
22,5.292576787,5.283672977
25,5.283672977,5.274769166
16,5.274769166,5.265865356
17,5.265865356,5.256961546
24,5.256961546,5.248057735
28,5.248057735,5.239153925
25,5.239153925,5.230250115
26,5.230250115,5.221346305
21,5.221346305,5.212442494
25,5.212442494,5.203538684
34,5.203538684,5.194634874
28,5.194634874,5.185731064
20,5.185731064,5.176827253
38,5.176827253,5.167923443
27,5.167923443,5.159019633
25,5.159019633,5.150115822
38,5.150115822,5.141212012
37,5.141212012,5.132308202
32,5.132308202,5.123404392
39,5.123404392,5.114500581
39,5.114500581,5.105596771
28,5.105596771,5.096692961
38,5.096692961,5.08778915
20,5.08778915,5.07888534
31,5.07888534,5.06998153
42,5.06998153,5.06107772
39,5.06107772,5.052173909
35,5.052173909,5.043270099
32,5.043270099,5.034366289
33,5.034366289,5.025462478
40,5.025462478,5.016558668
53,5.016558668,5.007654858
45,5.007654858,4.998751048
42,4.998751048,4.989847237
36,4.989847237,4.980943427
45,4.980943427,4.972039617
40,4.972039617,4.963135807
38,4.963135807,4.954231996
41,4.954231996,4.945328186
39,4.945328186,4.936424376
50,4.936424376,4.927520565
51,4.927520565,4.918616755
41,4.918616755,4.909712945
49,4.909712945,4.900809135
46,4.900809135,4.891905324
52,4.891905324,4.883001514
54,4.883001514,4.874097704
46,4.874097704,4.865193893
42,4.865193893,4.856290083
42,4.856290083,4.847386273
59,4.847386273,4.838482463
40,4.838482463,4.829578652
52,4.829578652,4.820674842
52,4.820674842,4.811771032
40,4.811771032,4.802867222
47,4.802867222,4.793963411
56,4.793963411,4.785059601
43,4.785059601,4.776155791
50,4.776155791,4.76725198
45,4.76725198,4.75834817
49,4.75834817,4.74944436
40,4.74944436,4.74054055
68,4.74054055,4.731636739
61,4.731636739,4.722732929
56,4.722732929,4.713829119
62,4.713829119,4.704925308
51,4.704925308,4.696021498
52,4.696021498,4.687117688
55,4.687117688,4.678213878
47,4.678213878,4.669310067
37,4.669310067,4.660406257
52,4.660406257,4.651502447
60,4.651502447,4.642598637
72,4.642598637,4.633694826
52,4.633694826,4.624791016
62,4.624791016,4.615887206
50,4.615887206,4.606983395
46,4.606983395,4.598079585
67,4.598079585,4.589175775
64,4.589175775,4.580271965
40,4.580271965,4.571368154
62,4.571368154,4.562464344
58,4.562464344,4.553560534
42,4.553560534,4.544656723
66,4.544656723,4.535752913
67,4.535752913,4.526849103
53,4.526849103,4.517945293
53,4.517945293,4.509041482
69,4.509041482,4.500137672
60,4.500137672,4.491233862
52,4.491233862,4.482330052
74,4.482330052,4.473426241
63,4.473426241,4.464522431
55,4.464522431,4.455618621
61,4.455618621,4.44671481
64,4.44671481,4.437811
65,4.437811,4.42890719
65,4.42890719,4.42000338
47,4.42000338,4.411099569
74,4.411099569,4.402195759
66,4.402195759,4.393291949
57,4.393291949,4.384388138
45,4.384388138,4.375484328
59,4.375484328,4.366580518
68,4.366580518,4.357676708
67,4.357676708,4.348772897
48,4.348772897,4.339869087
58,4.339869087,4.330965277
75,4.330965277,4.322061466
64,4.322061466,4.313157656
65,4.313157656,4.304253846
61,4.304253846,4.295350036
54,4.295350036,4.286446225
69,4.286446225,4.277542415
83,4.277542415,4.268638605
74,4.268638605,4.259734795
67,4.259734795,4.250830984
82,4.250830984,4.241927174
68,4.241927174,4.233023364
49,4.233023364,4.224119553
75,4.224119553,4.215215743
64,4.215215743,4.206311933
65,4.206311933,4.197408123
74,4.197408123,4.188504312
71,4.188504312,4.179600502
58,4.179600502,4.170696692
74,4.170696692,4.161792881
74,4.161792881,4.152889071
76,4.152889071,4.143985261
73,4.143985261,4.135081451
78,4.135081451,4.12617764
66,4.12617764,4.11727383
76,4.11727383,4.10837002
73,4.10837002,4.09946621
79,4.09946621,4.090562399
77,4.090562399,4.081658589
78,4.081658589,4.072754779
86,4.072754779,4.063850968
70,4.063850968,4.054947158
77,4.054947158,4.046043348
92,4.046043348,4.037139538
80,4.037139538,4.028235727
93,4.028235727,4.019331917
66,4.019331917,4.010428107
76,4.010428107,4.001524296
89,4.001524296,3.992620486
77,3.992620486,3.983716676
82,3.983716676,3.974812866
86,3.974812866,3.965909055
80,3.965909055,3.957005245
86,3.957005245,3.948101435
95,3.948101435,3.939197625
98,3.939197625,3.930293814
88,3.930293814,3.921390004
76,3.921390004,3.912486194
97,3.912486194,3.903582383
79,3.903582383,3.894678573
87,3.894678573,3.885774763
87,3.885774763,3.876870953
108,3.876870953,3.867967142
91,3.867967142,3.859063332
106,3.859063332,3.850159522
87,3.850159522,3.841255711
88,3.841255711,3.832351901
90,3.832351901,3.823448091
98,3.823448091,3.814544281
88,3.814544281,3.80564047
91,3.80564047,3.79673666
91,3.79673666,3.78783285
91,3.78783285,3.77892904
88,3.77892904,3.770025229
102,3.770025229,3.761121419
89,3.761121419,3.752217609
85,3.752217609,3.743313798
98,3.743313798,3.734409988
112,3.734409988,3.725506178
103,3.725506178,3.716602368
108,3.716602368,3.707698557
121,3.707698557,3.698794747
101,3.698794747,3.689890937
123,3.689890937,3.680987126
110,3.680987126,3.672083316
143,3.672083316,3.663179506
110,3.663179506,3.654275696
126,3.654275696,3.645371885
104,3.645371885,3.636468075
125,3.636468075,3.627564265
125,3.627564265,3.618660454
110,3.618660454,3.609756644
120,3.609756644,3.600852834
108,3.600852834,3.591949024
106,3.591949024,3.583045213
109,3.583045213,3.574141403
139,3.574141403,3.565237593
141,3.565237593,3.556333783
111,3.556333783,3.547429972
134,3.547429972,3.538526162
139,3.538526162,3.529622352
138,3.529622352,3.520718541
158,3.520718541,3.511814731
170,3.511814731,3.502910921
146,3.502910921,3.494007111
174,3.494007111,3.4851033
214,3.4851033,3.47619949
199,3.47619949,3.46729568
213,3.46729568,3.458391869
219,3.458391869,3.449488059
190,3.449488059,3.440584249
216,3.440584249,3.431680439
214,3.431680439,3.422776628
230,3.422776628,3.413872818
233,3.413872818,3.404969008
275,3.404969008,3.396065198
216,3.396065198,3.387161387
230,3.387161387,3.378257577
226,3.378257577,3.369353767
196,3.369353767,3.360449956
203,3.360449956,3.351546146
225,3.351546146,3.342642336
193,3.342642336,3.333738526
182,3.333738526,3.324834715
213,3.324834715,3.315930905
203,3.315930905,3.307027095
184,3.307027095,3.298123284
167,3.298123284,3.289219474
175,3.289219474,3.280315664
210,3.280315664,3.271411854
207,3.271411854,3.262508043
216,3.262508043,3.253604233
209,3.253604233,3.244700423
213,3.244700423,3.235796613
191,3.235796613,3.226892802
206,3.226892802,3.217988992
251,3.217988992,3.209085182
237,3.209085182,3.200181371
210,3.200181371,3.191277561
218,3.191277561,3.182373751
201,3.182373751,3.173469941
215,3.173469941,3.16456613
222,3.16456613,3.15566232
224,3.15566232,3.14675851
236,3.14675851,3.137854699
236,3.137854699,3.128950889
208,3.128950889,3.120047079
242,3.120047079,3.111143269
213,3.111143269,3.102239458
226,3.102239458,3.093335648
202,3.093335648,3.084431838
195,3.084431838,3.075528028
240,3.075528028,3.066624217
210,3.066624217,3.057720407
227,3.057720407,3.048816597
238,3.048816597,3.039912786
205,3.039912786,3.031008976
222,3.031008976,3.022105166
258,3.022105166,3.013201356
258,3.013201356,3.004297545
265,3.004297545,2.995393735
264,2.995393735,2.986489925
264,2.986489925,2.977586114
252,2.977586114,2.968682304
263,2.968682304,2.959778494
258,2.959778494,2.950874684
289,2.950874684,2.941970873
286,2.941970873,2.933067063
263,2.933067063,2.924163253
290,2.924163253,2.915259442
284,2.915259442,2.906355632
265,2.906355632,2.897451822
307,2.897451822,2.888548012
281,2.888548012,2.879644201
308,2.879644201,2.870740391
264,2.870740391,2.861836581
314,2.861836581,2.852932771
315,2.852932771,2.84402896
300,2.84402896,2.83512515
368,2.83512515,2.82622134
366,2.82622134,2.817317529
333,2.817317529,2.808413719
348,2.808413719,2.799509909
319,2.799509909,2.790606099
363,2.790606099,2.781702288
372,2.781702288,2.772798478
389,2.772798478,2.763894668
411,2.763894668,2.754990857
389,2.754990857,2.746087047
382,2.746087047,2.737183237
391,2.737183237,2.728279427
434,2.728279427,2.719375616
419,2.719375616,2.710471806
388,2.710471806,2.701567996
392,2.701567996,2.692664186
374,2.692664186,2.683760375
367,2.683760375,2.674856565
368,2.674856565,2.665952755
374,2.665952755,2.657048944
370,2.657048944,2.648145134
356,2.648145134,2.639241324
361,2.639241324,2.630337514
369,2.630337514,2.621433703
373,2.621433703,2.612529893
398,2.612529893,2.603626083
395,2.603626083,2.594722272
401,2.594722272,2.585818462
382,2.585818462,2.576914652
358,2.576914652,2.568010842
365,2.568010842,2.559107031
352,2.559107031,2.550203221
366,2.550203221,2.541299411
379,2.541299411,2.532395601
393,2.532395601,2.52349179
380,2.52349179,2.51458798
375,2.51458798,2.50568417
373,2.50568417,2.496780359
402,2.496780359,2.487876549
390,2.487876549,2.478972739
410,2.478972739,2.470068929
411,2.470068929,2.461165118
460,2.461165118,2.452261308
452,2.452261308,2.443357498
442,2.443357498,2.434453687
436,2.434453687,2.425549877
461,2.425549877,2.416646067
493,2.416646067,2.407742257
489,2.407742257,2.398838446
463,2.398838446,2.389934636
446,2.389934636,2.381030826
489,2.381030826,2.372127016
501,2.372127016,2.363223205
501,2.363223205,2.354319395
513,2.354319395,2.345415585
486,2.345415585,2.336511774
486,2.336511774,2.327607964
482,2.327607964,2.318704154
495,2.318704154,2.309800344
481,2.309800344,2.300896533
475,2.300896533,2.291992723
479,2.291992723,2.283088913
486,2.283088913,2.274185102
485,2.274185102,2.265281292
493,2.265281292,2.256377482
433,2.256377482,2.247473672
444,2.247473672,2.238569861
485,2.238569861,2.229666051
424,2.229666051,2.220762241
475,2.220762241,2.21185843
461,2.21185843,2.20295462
454,2.20295462,2.19405081
472,2.19405081,2.185147
526,2.185147,2.176243189
493,2.176243189,2.167339379
510,2.167339379,2.158435569
545,2.158435569,2.149531759
537,2.149531759,2.140627948
504,2.140627948,2.131724138
526,2.131724138,2.122820328
503,2.122820328,2.113916517
462,2.113916517,2.105012707
490,2.105012707,2.096108897
513,2.096108897,2.087205087
557,2.087205087,2.078301276
490,2.078301276,2.069397466
532,2.069397466,2.060493656
537,2.060493656,2.051589845
566,2.051589845,2.042686035
536,2.042686035,2.033782225
521,2.033782225,2.024878415
471,2.024878415,2.015974604
492,2.015974604,2.007070794
528,2.007070794,1.998166984
550,1.998166984,1.989263174
576,1.989263174,1.980359363
563,1.980359363,1.971455553
576,1.971455553,1.962551743
555,1.962551743,1.953647932
564,1.953647932,1.944744122
593,1.944744122,1.935840312
627,1.935840312,1.926936502
629,1.926936502,1.918032691
691,1.918032691,1.909128881
785,1.909128881,1.900225071
805,1.900225071,1.89132126
804,1.89132126,1.88241745
978,1.88241745,1.87351364
986,1.87351364,1.86460983
964,1.86460983,1.855706019
961,1.855706019,1.846802209
969,1.846802209,1.837898399
1017,1.837898399,1.828994589
985,1.828994589,1.820090778
959,1.820090778,1.811186968
985,1.811186968,1.802283158
954,1.802283158,1.793379347
1028,1.793379347,1.784475537
1061,1.784475537,1.775571727
937,1.775571727,1.766667917
964,1.766667917,1.757764106
891,1.757764106,1.748860296
936,1.748860296,1.739956486
916,1.739956486,1.731052675
966,1.731052675,1.722148865
933,1.722148865,1.713245055
903,1.713245055,1.704341245
942,1.704341245,1.695437434
962,1.695437434,1.686533624
953,1.686533624,1.677629814
960,1.677629814,1.668726004
1049,1.668726004,1.659822193
946,1.659822193,1.650918383
1022,1.650918383,1.642014573
1056,1.642014573,1.633110762
1103,1.633110762,1.624206952
1024,1.624206952,1.615303142
959,1.615303142,1.606399332
994,1.606399332,1.597495521
1003,1.597495521,1.588591711
1041,1.588591711,1.579687901
1020,1.579687901,1.57078409
1068,1.57078409,1.56188028
1100,1.56188028,1.55297647
1119,1.55297647,1.54407266
1106,1.54407266,1.535168849
1088,1.535168849,1.526265039
1104,1.526265039,1.517361229
1118,1.517361229,1.508457418
1195,1.508457418,1.499553608
1265,1.499553608,1.490649798
1197,1.490649798,1.481745988
1228,1.481745988,1.472842177
1337,1.472842177,1.463938367
1490,1.463938367,1.455034557
1450,1.455034557,1.446130747
1557,1.446130747,1.437226936
1588,1.437226936,1.428323126
1646,1.428323126,1.419419316
1536,1.419419316,1.410515505
1705,1.410515505,1.401611695
1573,1.401611695,1.392707885
1502,1.392707885,1.383804075
1546,1.383804075,1.374900264
1734,1.374900264,1.365996454
1681,1.365996454,1.357092644
1783,1.357092644,1.348188833
1888,1.348188833,1.339285023
2015,1.339285023,1.330381213
1901,1.330381213,1.321477403
2099,1.321477403,1.312573592
2196,1.312573592,1.303669782
2182,1.303669782,1.294765972
2363,1.294765972,1.285862162
2434,1.285862162,1.276958351
2513,1.276958351,1.268054541
2603,1.268054541,1.259150731
2669,1.259150731,1.25024692
2689,1.25024692,1.24134311
2595,1.24134311,1.2324393
2686,1.2324393,1.22353549
2610,1.22353549,1.214631679
2521,1.214631679,1.205727869
2544,1.205727869,1.196824059
2558,1.196824059,1.187920248
